Title,Date
"Reno 911!: Season 2: More FBI Help","8/21/12"
"Reno 911!: Season 2: Security for Kenny Rogers","8/21/12"
"Reno 911!: Season 2: Not Without My Mustache","8/21/12"
"Reno 911!: Season 2: Firefighters Are Jerks","8/21/12"
"Gangster No. 1","8/20/12"
"My Name Is Earl: Season 4: Little Bad Voodoo Brother","8/20/12"
"King of the Hill: Season 9: It Ain't Over Till the Fat Neighbor Sings","8/20/12"
"Point Blank","8/20/12"
"Ralphie May: Too Big to Ignore","8/20/12"
"My Name Is Earl: Season 4: Sold a Guy a Lemon Car","8/20/12"
"Anthony Bourdain: No Reservations Collection: Collection 1: Vancouver","8/19/12"
"My Name Is Earl: Season 4: Quit Your Snitchin'","8/19/12"
"My Name Is Earl: Season 4: Bullies","8/19/12"
"Reno 911!: Season 5: Undercover at Burger Cousin","8/19/12"
"Alphas: Season 1: Anger Management","8/19/12"
"Alphas: Season 1: Cause and Effect","8/19/12"
"Alphas: Season 1: Pilot","8/19/12"
"My Name Is Earl: Season 4: The Magic Hour","8/19/12"
"My Name Is Earl: Season 4: Dodge's Dad","8/19/12"
"My Name Is Earl: Season 4: Gospel","8/19/12"
"My Name Is Earl: Season 4: Pinky","8/19/12"
"My Name Is Earl: Season 4: Witch Lady","8/19/12"
"My Name Is Earl: Season 4: Chaz Dalton's Space Academy","8/19/12"
"My Name Is Earl: Season 4: My Name Is Alias","8/19/12"
"Reno 911!: Season 5: Strong Sister","8/19/12"
"The One","8/19/12"
"9th Company","8/19/12"
"Family Guy: Season 2: Holy Crap","8/19/12"
"Family Guy: Season 1: The Son Also Draws","8/19/12"
"Family Guy: Season 1: A Hero Sits Next Door","8/19/12"
"The Entitled","8/18/12"
"Street Thief","8/18/12"
"Zenith","8/18/12"
"Shutter","8/18/12"
"Thirst","8/18/12"
"My Name Is Earl: Season 4: Friends with Benefits","8/18/12"
"Warehouse 13: Season 1: Resonance","8/18/12"
"South Park: Season 1: Weight Gain 4000","8/17/12"
"South Park: Season 5: The Entity","8/17/12"
"South Park: Season 9: Marjorine","8/17/12"
"South Park: Season 8: Stupid Spoiled Whore Video Playset","8/17/12"
"South Park: Season 8: AWESOM-O","8/17/12"
"South Park: Season 8: Quest for Ratings","8/17/12"
"Warehouse 13: Season 1: Pilot","8/17/12"
"Bad Ass","8/17/12"
"Gang Tapes","8/17/12"
"Alphas: Season 1: Original Sin","8/16/12"
"Alphas: Season 1: The Unusual Suspects","8/16/12"
"Alphas: Season 1: Blind Spot","8/16/12"
"Alphas: Season 1: A Short Time in Paradise","8/16/12"
"Alphas: Season 1: Catch and Release","8/16/12"
"Alphas: Season 1: Bill and Gary's Excellent Adventure","8/16/12"
"Alphas: Season 1: Never Let Me Go","8/16/12"
"Alphas: Season 1: Rosetta","8/16/12"
"Reno 911!: Season 5: Did Garcia Steal Dangle's Husband?","8/16/12"
"Reno 911!: Season 4: Dangle's Wedding","8/16/12"
"Reno 911!: Season 4: Ex-Wife and Her New Husband","8/16/12"
"Reno 911!: Season 4: Hodgepodge","8/16/12"
"Anthony Bourdain: No Reservations: Collection 3: Argentina","8/16/12"
"Hell on Wheels: Season 1: Jamais je ne T'oublierai","8/15/12"
"Stephen King's Thinner","8/15/12"
"Reno 911!: Season 4: The Department Gets a Corporate Sponsor","8/15/12"
"Reno 911!: Season 4: Son of a Chechekevitch","8/15/12"
"Reno 911!: Season 4: Spanish Mike Returns","8/15/12"
"Reno 911!: Season 4: The Junior Brothers","8/14/12"
"Reno 911!: Season 4: Wiegel's Pregnant","8/14/12"
"Reno 911!: Season 5: The Parade","8/14/12"
"Futurama: Season 2: Mars University","8/14/12"
"Hell on Wheels: Season 1: A New Birth of Freedom","8/14/12"
"S.W.A.T.","8/14/12"
"Futurama: Season 2: A Flight to Remember","8/13/12"
"Futurama: Season 1: My Three Suns","8/13/12"
"Hell on Wheels: Season 1: Immoral Mathematics","8/13/12"
"Hell on Wheels: Season 1: Pilot","8/13/12"
"Conan the Barbarian","8/13/12"
"Family Guy: Season 5: Meet the Quagmires","8/13/12"
"Reno 911!: Season 5: Undercover Acting Coach","8/13/12"
"Reno 911!: Season 5: Junior Runs For Office","8/13/12"
"Reno 911!: Season 5: Tanning Booth Incident","8/13/12"
"Reno 911!: Season 5: Baghdad 911","8/13/12"
"Reno 911!: Season 5: Death of a Pickle-Thrower","8/13/12"
"Reno 911!: Season 5: The Wall","8/13/12"
"Reno 911!: Season 5: Dangle's Secret Family","8/13/12"
"Reno 911!: Season 5: Coconut Nut Clusters!","8/13/12"
"Crash","8/13/12"
"Reno 911!: Season 5: Mayor Hernandez","8/13/12"
"Reno 911!: Season 6: Viacom Grinch","8/13/12"
"Reno 911!: Season 5: Super Knockers!","8/13/12"
"Reno 911!: Season 6: Deputy Dance","8/13/12"
"Reno 911!: Season 5: Bounty Hunter Tommy Hawk","8/13/12"
"Reno 911!: Season 6: Secret Santa","8/13/12"
"Reno 911!: Season 6: Stoner Jesus","8/12/12"
"Changing Lanes","8/12/12"
"The Electric Daisy Carnival Experience","8/12/12"
"King of the Hill: Season 9: Bobby on Track","8/11/12"
"King of the Hill: Season 9: Gone with the Windstorm","8/11/12"
"King of the Hill: Season 9: Smoking and the Bandit","8/11/12"
"King of the Hill: Season 9: Redcorn Gambles with His Future","8/11/12"
"King of the Hill: Season 9: Arlen City Bomber","8/11/12"
"King of the Hill: Season 9: Care-takin Care of Business","8/11/12"
"Donnie Brasco","8/11/12"
"Lethal Weapon","8/10/12"
"King of the Hill: Season 9: Mutual of Omabwah","8/10/12"
"King of the Hill: Season 9: Enrique-cilable Differences","8/10/12"
"The Benson Interruption: Season 1: Episode 3","8/9/12"
"Anthony Bourdain: No Reservations: Collection 4: Hawaii","8/9/12"
"The Warrior's Way","8/9/12"
"Psych: Season 5: Extradition II: The Actual Extradition Part","8/9/12"
"Psych: Season 5: Viagra Falls","8/9/12"
"Psych: Season 5: Shawn And Gus In Drag (Racing)","8/9/12"
"Psych: Season 5: Chivalry is Not Dead but Someone is","8/9/12"
"54","8/9/12"
"Psych: Season 5: Not Even Close, Encounters","8/8/12"
"Something Ventured","8/8/12"
"Psych: Season 5: Feet, Don't Kill Me Now","8/8/12"
"Warrior","8/8/12"
"Psych: Season 5: Romeo and Juliet and Juliet","8/8/12"
"Five Fingers","8/8/12"
"South Park: Season 7: Grey Dawn","8/8/12"
"South Park: Season 7: I'm a Little Bit Country","8/8/12"
"American Dad!: Season 3: Frannie 911","8/8/12"
"American Dad!: Season 3: The Most Adequate Christmas Ever","8/8/12"
"American Dad!: Season 3: Surro-Gate","8/8/12"
"American Dad!: Season 3: The 42-Year-Old Virgin","8/8/12"
"American Dad!: Season 3: The Vacation Goo","8/8/12"
"The Unjust","8/8/12"
"Mulholland Falls","8/8/12"
"The Border","8/7/12"
"Bubba Ho-Tep","8/7/12"
"12 Monkeys","8/7/12"
"The Michael Vick Project: Season 1: The Confession","8/7/12"
"Children of the Corn 666: Isaac's Return","8/7/12"
"What Dreams May Come","8/7/12"
"Elevate","8/7/12"
"Chappelle's Show: The Lost Episodes: Episode 2","8/6/12"
"Chappelle's Show: The Lost Episodes: Episode 1","8/6/12"
"In Too Deep","8/6/12"
"The Stranger","8/6/12"
"Futurama: Season 5: Teenage Mutant Leela's Hurdles","8/6/12"
"Anthony Bourdain: No Reservations: Collection 4: Singapore","8/5/12"
"Transformers: Dark of the Moon","8/5/12"
"Anthony Bourdain: No Reservations: Collection 3: Brazil","8/5/12"
"Idiots and Angels","8/5/12"
"Anthony Bourdain: No Reservations: Collection 3: Hong Kong","8/5/12"
"Bronson","8/4/12"
"American Dad!: Season 3: Stanny Slickers II: The Legend of Ollie's Gold","8/4/12"
"Monsters","8/4/12"
"Rango","8/4/12"
"Anthony Bourdain: No Reservations: Collection 3: Shanghai","8/4/12"
"Anthony Bourdain: No Reservations: Collection 3: New York","8/4/12"
"Anthony Bourdain: No Reservations: Collection 2: Pacific Northwest","8/4/12"
"Anthony Bourdain: No Reservations: Collection 2: Ghana","8/4/12"
"Creepshow","8/3/12"
"Tears of the Sun","8/3/12"
"The Perfect Host","8/3/12"
"South Park: Season 5: Proper Condom Use","8/3/12"
"Self-Medicated","8/3/12"
"Anthony Bourdain: No Reservations: Collection 2: Ireland","8/2/12"
"Anthony Bourdain: No Reservations: Collection 2: Indonesia","8/2/12"
"Family Guy: Season 3: Family Guy, Viewer Mail #1","8/2/12"
"Family Guy: Season 3: Stuck Together, Torn Apart","8/2/12"
"Family Guy: Season 3: From Method to Madness","8/2/12"
"Family Guy: Season 3: Brian Wallows and Peter's Swallows","8/2/12"
"Family Guy: Season 3: Ready, Willing and Disabled","8/2/12"
"Basic","8/2/12"
"Family Guy: Season 3: Screwed the Pooch","8/2/12"
"Family Guy: Season 3: To Love and Die in Dixie","8/2/12"
"Family Guy: Season 3: Emission Impossible","8/1/12"
"Drugstore Cowboy","8/1/12"
"Family Guy: Season 3: A Fish Out of Water","8/1/12"
"Family Guy: Season 3: Mr. Saturday Knight","8/1/12"
"Boyz n the Hood","8/1/12"
"Armour of God","8/1/12"
"Jackie Chan Is the Prisoner","8/1/12"
"Assault on Precinct 13","8/1/12"
"South Park: Season 5: Cartmanland","8/1/12"
"Abraham Lincoln vs. Zombies","8/1/12"
"Insadong Scandal","7/31/12"
"Ronin","7/31/12"
"Anthony Bourdain: No Reservations: Collection 2: Korea","7/31/12"
"Family Guy: Season 4: Brian the Bachelor","7/31/12"
"Sniper","7/30/12"
"Black Rain","7/30/12"
"Survivorman: Season 2: Labrador","7/30/12"
"Survivorman: Season 2: Kalahari","7/30/12"
"Manhunters: Fugitive Task Force: Season 1: Third Time's The Charm","7/30/12"
"1911","7/30/12"
"Anthony Bourdain: No Reservations: Collection 2: Puerto Rico","7/30/12"
"Jet Li's Fearless","7/30/12"
"Middle Men","7/29/12"
"Chinatown","7/29/12"
"Misery","7/29/12"
"Captain America: The First Avenger","7/29/12"
"Project A 2","7/29/12"
"Gridlock'd","7/29/12"
"The Best of Triumph the Insult Comic Dog","7/27/12"
"I (Almost) Got Away with It: Season 1: Got to Go to Canada","7/26/12"
"South Park: Season 5: Terrance and Phillip: Behind the Blow","7/26/12"
"South Park: Season 5: Here Comes the Neighborhood","7/26/12"
"Hot Shots! Part Deux","7/26/12"
"Gangland: Collection: Death Before Dishonor","7/26/12"
"I (Almost) Got Away with It: Season 2: Got a Death Certificate","7/26/12"
"I (Almost) Got Away with It: Season 2: Got Caught by a Cougar","7/26/12"
"I (Almost) Got Away with It: Season 2: Got Raps","7/26/12"
"I (Almost) Got Away with It: Season 2: Got a Lot of Pot","7/26/12"
"Anthony Bourdain: No Reservations Collection: Collection 1: Tokyo","7/25/12"
"Anthony Bourdain: No Reservations: Collection 4: Colombia","7/25/12"
"Anthony Bourdain: No Reservations Collection: Collection 1: Laos","7/25/12"
"Anthony Bourdain: No Reservations: Collection 4: Into the Fire","7/25/12"
"Never Back Down 2: The Beatdown","7/25/12"
"Anthony Bourdain: No Reservations: Collection 4: Romania","7/25/12"
"South Park: Season 7: Butt Out","7/24/12"
"Game of Death","7/24/12"
"The Accidental Spy","7/24/12"
"South Park: Season 7: All About Mormons?","7/24/12"
"South Park: Season 8: Up the Down Steroid","7/24/12"
"Stan Lee's Superhumans: Season 1: Human Speed Bump","7/23/12"
"Mad Men: Season 4: Tomorrowland","7/23/12"
"Mad Men: Season 4: Blowing Smoke","7/23/12"
"Mad Men: Season 4: Chinese Wall","7/23/12"
"Mad Men: Season 4: Hands and Knees","7/23/12"
"Chappelle's Show: Season 1: Episode 1","7/23/12"
"Futurama: Season 5: A Taste of Freedom","7/23/12"
"Mad Men: Season 4: The Beautiful Girls","7/22/12"
"Mad Men: Season 4: Waldorf Stories","7/22/12"
"Mad Men: Season 4: The Summer Man","7/22/12"
"Mad Men: Season 4: The Suitcase","7/22/12"
"Mad Men: Season 4: The Chrysanthemum and the Sword","7/22/12"
"Mad Men: Season 4: The Rejected","7/22/12"
"Mad Men: Season 4: The Good News","7/22/12"
"Mad Men: Season 4: Christmas Comes but Once a Year","7/22/12"
"Mad Men: Season 4: Public Relations","7/22/12"
"Mad Men: Season 3: Shut the Door. Have a Seat.","7/22/12"
"Mad Men: Season 3: The Grown Ups","7/22/12"
"Mad Men: Season 3: The Gypsy and the Hobo","7/22/12"
"Mad Men: Season 3: The Color Blue","7/22/12"
"Mad Men: Season 3: Wee Small Hours","7/21/12"
"Mad Men: Season 3: Souvenir","7/21/12"
"Mad Men: Season 3: Seven Twenty Three","7/21/12"
"Mad Men: Season 3: Guy Walks into an Advertising Agency","7/21/12"
"Mad Men: Season 3: The Fog","7/21/12"
"Mad Men: Season 3: The Arrangements","7/21/12"
"Mad Men: Season 3: My Old Kentucky Home","7/21/12"
"South Park: Season 8: Good Times with Weapons","7/21/12"
"South Park: Season 14: Sexual Healing","7/21/12"
"Chappelle's Show: Season 1: Episode 12","7/20/12"
"Chappelle's Show: Season 1: Episode 11","7/20/12"
"Chappelle's Show: Season 1: Episode 10","7/20/12"
"Chappelle's Show: Season 1: Episode 9","7/20/12"
"Chappelle's Show: Season 1: Episode 2","7/20/12"
"I (Almost) Got Away with It: Season 1: Got a Gun Made of Toilet Paper","7/20/12"
"Mad Men: Season 3: Love Among the Ruins","7/20/12"
"Mad Men: Season 3: Out of Town","7/20/12"
"Mad Men: Season 2: Meditations in an Emergency","7/20/12"
"Mad Men: Season 2: The Mountain King","7/20/12"
"Mad Men: Season 2: The Jet Set","7/20/12"
"Mad Men: Season 2: The Inheritance","7/20/12"
"Mad Men: Season 2: Six-Month Leave","7/19/12"
"Mad Men: Season 2: A Night to Remember","7/19/12"
"Mad Men: Season 2: The Gold Violin","7/19/12"
"Mad Men: Season 2: Maidenform","7/18/12"
"Mad Men: Season 2: The New Girl","7/18/12"
"Mad Men: Season 2: Three Sundays","7/18/12"
"Mad Men: Season 2: The Benefactor","7/18/12"
"Mad Men: Season 2: Flight 1","7/18/12"
"Mad Men: Season 2: For Those Who Think Young","7/18/12"
"Mad Men: Season 1: The Wheel","7/18/12"
"Mad Men: Season 1: Nixon vs. Kennedy","7/18/12"
"Mad Men: Season 1: Indian Summer","7/18/12"
"Mad Men: Season 1: Long Weekend","7/18/12"
"Mad Men: Season 1: Shoot","7/18/12"
"Mad Men: Season 1: The Hobo Code","7/18/12"
"Mad Men: Season 1: Red in the Face","7/18/12"
"Mad Men: Season 1: Babylon","7/18/12"
"Mad Men: Season 1: 5G","7/18/12"
"Mad Men: Season 1: New Amsterdam","7/18/12"
"Mad Men: Season 1: Marriage of Figaro","7/18/12"
"deadmau5: Meowingtons Hax 2K11","7/18/12"
"Futurama: Season 5: The Why of Fry","7/17/12"
"The Experiment","7/17/12"
"Griff the Invisible","7/16/12"
"The Heir Apparent: Largo Winch","7/16/12"
"South Park: Season 6: Simpsons Already Did It","7/16/12"
"Survivorman: Season 3: Papua New Guinea","7/16/12"
"New Legend of Shaolin","7/16/12"
"The Chinese Connection","7/15/12"
"Armour of God 2: Operation Condor","7/15/12"
"Knuckle","7/15/12"
"Paranormal Activity 2","7/15/12"
"Cheech & Chong: Get Out of My Room","7/15/12"
"THE RUM DIARY","7/15/12"
"Anthony Bourdain: No Reservations: Collection 4: London/Edinburgh","7/14/12"
"Anthony Bourdain: No Reservations: Collection 4: New Orleans","7/14/12"
"Anthony Bourdain: No Reservations: Collection 4: Berlin","7/14/12"
"South Park: Season 9: Free Willzyx","7/13/12"
"I (Almost) Got Away with It: Season 1: Got Revenge","7/13/12"
"The Big Boss","7/13/12"
"Chappelle's Show: Season 1: Episode 4","7/11/12"
"South Park: Season 10: Stanley's Cup","7/11/12"
"South Park: Season 7: Lil' Crime Stoppers","7/11/12"
"From Paris with Love","7/11/12"
"Gangland: Season 2: One Blood","7/11/12"
"The Twilight Samurai","7/11/12"
"Gangland: Season 2: Gangster, Inc.","7/10/12"
"South Park: Season 12: The Ungroundable","7/10/12"
"South Park: Season 12: Tonsil Trouble","7/10/12"
"South Park: Season 11: Imaginationland: Episode II","7/9/12"
"Jon Benjamin Has a Van: Season 1: Stardoor","7/9/12"
"Jon Benjamin Has a Van: Season 1: Little Italy","7/9/12"
"Jon Benjamin Has a Van: Season 1: Border","7/9/12"
"South Park: Season 12: Over Logging","7/9/12"
"South Park: Season 13: Pinewood Derby","7/9/12"
"Survivorman: Season 3: Australian Outback","7/9/12"
"Little Big Soldier","7/9/12"
"South Park: Season 13: Dead Celebrities","7/9/12"
"South Park: Season 13: Margaritaville","7/9/12"
"South Park: Season 13: The F Word","7/8/12"
"South Park: Season 13: The Coon","7/8/12"
"South Park: Season 13: Pee","7/8/12"
"South Park: Season 15: Royal Pudding","7/8/12"
"Anthony Bourdain: No Reservations: Collection 3: Tuscany","7/7/12"
"South Park: Season 13: Butters' Bottom Bitch","7/7/12"
"Harsh Times","7/6/12"
"South Park: Season 15: Crack Baby Athletic Association","7/6/12"
"Arahan","7/5/12"
"Assassination Games","7/5/12"
"From Dusk Till Dawn","7/5/12"
"Goon","7/4/12"
"The Objective","7/4/12"
"Memento","7/4/12"
"Ironclad","7/3/12"
"Silmido","7/3/12"
"Visioneers","7/1/12"
"Dead Man's Shoes","6/30/12"
"The Kill Point: Another Tour","6/27/12"
"The Double","6/26/12"
"Born 2 Race","6/26/12"
"Righteous Ties","6/26/12"
"Goemon","6/25/12"
"Ocean Heaven","6/24/12"
"The Lincoln Lawyer","6/24/12"
"Battle Royale 2","6/22/12"
"Control","6/21/12"
"The Expendables","6/21/12"
"Collapse","6/20/12"
"Restrepo","6/20/12"
"Triple Tap","6/18/12"
"Ghajini","6/18/12"
"Family Guy: Season 5: Stewie Loves Lois","6/17/12"
"Pusher 3: I'm the Angel of Death","6/15/12"
"Family Guy: Season 5: Mother Tucker","6/14/12"
"Exam","6/14/12"
"Phase 7","6/14/12"
"Gangland: Collection: Lords of the Holy City","6/14/12"
"The Punisher","6/13/12"
"Family Guy: Season 4: Bango Was His Name Oh!","6/13/12"
"Sphere","6/13/12"
"The Host","6/12/12"
"Tucker and Dale vs. Evil","6/12/12"
"No Mercy","6/11/12"
"Cocaine Cowboys 2","6/10/12"
"Boy Wonder","6/10/12"
"King of the Hill: Season 9: The Petriot Act","6/6/12"
"The Veteran","6/6/12"
"Once Upon a Time","6/3/12"
"Bulletproof","6/3/12"
"The Thin Red Line","5/31/12"
"Kick-Ass","5/30/12"
"Survivorman: Season 3: Deep Woods","5/29/12"
"How I Met Your Mother: Season 4: The Stinsons","5/29/12"
"The Game","5/29/12"
"How I Met Your Mother: Season 4: Happily Ever After","5/29/12"
"Tremors 2: Aftershocks","5/29/12"
"Anthony Bourdain: No Reservations: Collection 3: South Carolina","5/28/12"
"50 Dead Men Walking","5/27/12"
"Ninja","5/27/12"
"The Next Three Days","5/27/12"
"Gun","5/27/12"
"Clash","5/27/12"
"Enter the Dragon","5/27/12"
"Land of the Dead","5/27/12"
"Doctor Who: Season 1: The End of the World","5/27/12"
"Doctor Who: Season 1: Rose","5/27/12"
"District 13: Ultimatum","5/27/12"
"Fire in the Sky","5/26/12"
"Kevin Smith: Smodimations","5/24/12"
"The Last Airbender","5/23/12"
"Bodyguards and Assassins","5/23/12"
"Revolver","5/22/12"
"Drive","5/21/12"
"Serenity","5/20/12"
"South Park: Season 11: Imaginationland: Episode III","5/20/12"
"Firefly: Season 1: Objects in Space","5/18/12"
"Firefly: Season 1: Heart of Gold","5/18/12"
"Firefly: Season 1: The Message","5/18/12"
"Firefly: Season 1: Trash","5/18/12"
"Firefly: Season 1: War Stories","5/17/12"
"Firefly: Season 1: Ariel","5/16/12"
"Firefly: Season 1: Out of Gas","5/16/12"
"Firefly: Season 1: Jaynestown","5/16/12"
"Firefly: Season 1: Our Mrs. Reynolds","5/16/12"
"Firefly: Season 1: Safe","5/16/12"
"Firefly: Season 1: Shindig","5/16/12"
"Firefly: Season 1: Bushwhacked","5/16/12"
"Firefly: Season 1: The Train Job","5/16/12"
"Red State","5/15/12"
"H","5/15/12"
"The Show Must Go On","5/13/12"
"Following","5/12/12"
"A Better Tomorrow","5/3/12"
"The Human Centipede 2: Full Sequence","4/27/12"
"Trailer Park Boys: Season 6: Gimme My F**king Money or Randy's Dead","4/26/12"
"Trailer Park Boys: Season 6: Halloween 1977","4/26/12"
"American Dad!: Season 3: Spring Break-Up","4/18/12"
"Pi","4/17/12"
"South Park: The Hits: Vol. 1: AWESOM-O","4/15/12"
"Supercop","4/15/12"
"Dragons Forever","4/15/12"
"South Park: The Hits: Vol. 1: Trapped in the Closet","4/15/12"
"How I Met Your Mother: Season 1: Pilot","4/15/12"
"South Park: The Hits: Vol. 1: Good Times With Weapons","4/13/12"
"South Park: The Hits: Vol. 1: Casa Bonita","4/13/12"
"How Weed Won the West","7/8/11"
"4:20 Hour Stand-Up","7/8/11"
"WWII in HD: Hard Way Back","7/7/11"
"Fear and Loathing in Las Vegas","7/7/11"
"Kevin Hart: Seriously Funny","7/7/11"
"Pawn Stars: Season 1: Boom or Bust","7/7/11"
"Bowling for Columbine","7/7/11"
"American Dad!: Season 2: Bush Comes to Dinner","7/7/11"
"Nick Swardson's Pretend Time: Season 1: Blah Blah Blah Main Street","7/7/11"
"Nick Swardson's Pretend Time: Season 1: Monday Morning Meltdown","7/7/11"
